delta,delta_log2,frequency,density,cumulative_density
83,6.375039431346925,33,6.489990507307218e-07,0.9997722406664435
23/61,-1.4071753815058736,33,6.489990507307218e-07,0.9997728896654943
47/36,0.384663850235325,33,6.489990507307218e-07,0.999773538664545
40/47,-0.232660756790275,33,6.489990507307218e-07,0.9997741876635957
3/79,-4.718818247455947,33,6.489990507307218e-07,0.9997748366626464
31/56,-0.8531586116707288,33,6.489990507307218e-07,0.9997754856616972
7/80,-3.514573172829758,33,6.489990507307218e-07,0.9997761346607479
13/77,-2.5663468225538093,33,6.489990507307218e-07,0.9997767836597986
2/29,-3.857980995127572,33,6.489990507307218e-07,0.9997774326588493
79/3,4.718818247455947,33,6.489990507307218e-07,0.9997780816579
71/12,2.564784618783526,33,6.489990507307218e-07,0.9997787306569508
38/43,-0.1783372412585124,32,6.293324128297908e-07,0.9997793599893636
5/26,-2.37851162325373,32,6.293324128297908e-07,0.9997799893217765
22/65,-1.5629361943911573,32,6.293324128297908e-07,0.9997806186541893
74/13,2.509013647487857,32,6.293324128297908e-07,0.9997812479866022
14/75,-2.4214637684382767,32,6.293324128297908e-07,0.999781877319015
23/63,-1.453717967442904,32,6.293324128297908e-07,0.9997825066514279
56/27,1.0524674198941355,32,6.293324128297908e-07,0.9997831359838407
17/75,-2.141355849245542,31,6.096657749288598e-07,0.9997837456496157
59/28,1.0752881273042372,31,6.096657749288598e-07,0.9997843553153907
40/51,-0.3504972470841332,31,6.096657749288598e-07,0.9997849649811656
30/59,-0.9757524537533228,31,6.096657749288598e-07,0.9997855746469406
77/12,2.6818240399737454,31,6.096657749288598e-07,0.9997861843127156
59/24,1.297680548640685,31,6.096657749288598e-07,0.9997867939784906
33/56,-0.7629608026991507,30,5.899991370279289e-07,0.9997873839776276
25/63,-1.333423733725192,30,5.899991370279289e-07,0.9997879739767646
3/80,-4.736965594166207,30,5.899991370279289e-07,0.9997885639759015
49/38,0.3667823306716227,30,5.899991370279289e-07,0.9997891539750385
60/31,0.9526942852216436,30,5.899991370279289e-07,0.9997897439741755
29/61,-1.0727563424353144,30,5.899991370279289e-07,0.9997903339733125
82/5,4.035623909730722,30,5.899991370279289e-07,0.9997909239724495
56/31,0.8531586116707288,29,5.70332499126998e-07,0.9997914943049486
51/35,0.543142325026529,29,5.70332499126998e-07,0.9997920646374477
26/63,-1.2768402053588244,29,5.70332499126998e-07,0.9997926349699469
13/75,-2.5283789723547887,29,5.70332499126998e-07,0.999793205302446
45/43,0.0655883416275768,29,5.70332499126998e-07,0.9997937756349451
81/5,4.017921907997263,29,5.70332499126998e-07,0.9997943459674442
21/67,-1.673771767679012,29,5.70332499126998e-07,0.9997949162999433
75/14,2.4214637684382767,29,5.70332499126998e-07,0.9997954866324424
36/47,-0.384663850235325,29,5.70332499126998e-07,0.9997960569649416
71/15,2.2428565238961635,29,5.70332499126998e-07,0.9997966272974407
77/13,2.5663468225538093,29,5.70332499126998e-07,0.9997971976299398
68/21,1.6951454184715793,29,5.70332499126998e-07,0.9997977679624389
1/83,-6.375039431346925,29,5.70332499126998e-07,0.999798338294938
2/79,-5.303780748177103,29,5.70332499126998e-07,0.9997989086274371
67/20,1.74416109557041,29,5.70332499126998e-07,0.9997994789599363
15/76,-2.341036917835067,29,5.70332499126998e-07,0.9998000492924354
19/71,-1.9018196060610968,29,5.70332499126998e-07,0.9998006196249345
20/69,-1.7865963618908067,28,5.50665861226067e-07,0.9998011702907957
81/7,3.532495080827021,28,5.50665861226067e-07,0.999801720956657
33/53,-0.6835263352047458,28,5.50665861226067e-07,0.9998022716225182
27/59,-1.127755547198373,28,5.50665861226067e-07,0.9998028222883795
46/45,0.031708859727338,28,5.50665861226067e-07,0.9998033729542407
39/50,-0.3584539709124763,28,5.50665861226067e-07,0.999803923620102
73/14,2.3824696368224134,28,5.50665861226067e-07,0.9998044742859632
31/60,-0.9526942852216432,28,5.50665861226067e-07,0.9998050249518244
39/47,-0.269186632815389,28,5.50665861226067e-07,0.9998055756176857
30/61,-1.0238467419543678,28,5.50665861226067e-07,0.9998061262835469
59/27,1.127755547198373,28,5.50665861226067e-07,0.9998066769494082
47/42,0.1622714288988771,28,5.50665861226067e-07,0.9998072276152694
8/79,-3.303780748177103,28,5.50665861226067e-07,0.9998077782811307
49/39,0.3293076252529598,28,5.50665861226067e-07,0.9998083289469919
29/57,-0.9749090190371696,28,5.50665861226067e-07,0.9998088796128531
57/29,0.9749090190371696,27,5.30999223325136e-07,0.9998094106120765
60/29,1.0489096004809466,27,5.30999223325136e-07,0.9998099416112999
81/2,5.339850002884624,27,5.30999223325136e-07,0.9998104726105232
77/9,3.0968615392525893,27,5.30999223325136e-07,0.9998110036097466
12/77,-2.6818240399737454,27,5.30999223325136e-07,0.99981153460897
27/65,-1.267480310864986,27,5.30999223325136e-07,0.9998120656081934
25/66,-1.4005379295837288,27,5.30999223325136e-07,0.9998125966074167
47/40,0.2326607567902751,27,5.30999223325136e-07,0.9998131276066401
53/33,0.6835263352047456,27,5.30999223325136e-07,0.9998136586058635
14/73,-2.3824696368224134,27,5.30999223325136e-07,0.9998141896050868
2/81,-5.339850002884625,27,5.30999223325136e-07,0.9998147206043102
73/15,2.2829339632714984,27,5.30999223325136e-07,0.9998152516035336
38/49,-0.3667823306716227,26,5.11332585424205e-07,0.999815762936119
49/41,0.2571578394971244,26,5.11332585424205e-07,0.9998162742687043
9/80,-3.15200309344505,26,5.11332585424205e-07,0.9998167856012897
74/15,2.3025627700204314,26,5.11332585424205e-07,0.9998172969338751
23/70,-1.6057210608879535,26,5.11332585424205e-07,0.9998178082664605
34/53,-0.6404576133128599,26,5.11332585424205e-07,0.9998183195990459
19/68,-1.839535327806754,26,5.11332585424205e-07,0.9998188309316313
85/6,3.8244284354165456,26,5.11332585424205e-07,0.9998193422642166
86/3,4.841302253980942,26,5.11332585424205e-07,0.999819853596802
15/73,-2.282933963271499,26,5.11332585424205e-07,0.9998203649293874
53/34,0.6404576133128598,26,5.11332585424205e-07,0.9998208762619728
16/71,-2.149747119504682,26,5.11332585424205e-07,0.9998213875945582
50/39,0.3584539709124765,26,5.11332585424205e-07,0.9998218989271436
24/71,-1.564784618783526,26,5.11332585424205e-07,0.999822410259729
61/29,1.072756342435314,26,5.11332585424205e-07,0.9998229215923143
11/20,-0.8624964762500651,26,5.11332585424205e-07,0.9998234329248997
62/27,1.199308808223407,26,5.11332585424205e-07,0.9998239442574851
66/23,1.5208321633014403,26,5.11332585424205e-07,0.9998244555900705
61/30,1.0238467419543678,25,4.916659475232741e-07,0.999824947256018
69/19,1.860596943334584,25,4.916659475232741e-07,0.9998254389219655
17/14,0.2801079191927352,25,4.916659475232741e-07,0.999825930587913
68/25,1.4436066514756147,25,4.916659475232741e-07,0.9998264222538605
31/59,-0.928446738974966,25,4.916659475232741e-07,0.999826913919808
17/69,-2.0210616155278296,25,4.916659475232741e-07,0.9998274055857556
55/36,0.6114347120823472,25,4.916659475232741e-07,0.9998278972517031
71/19,1.9018196060610968,25,4.916659475232741e-07,0.9998283889176506
3/85,-4.824428435416546,25,4.916659475232741e-07,0.9998288805835981
31/57,-0.8786937037778665,25,4.916659475232741e-07,0.9998293722495456
47/43,0.1283240969755393,25,4.916659475232741e-07,0.9998298639154931
41/49,-0.2571578394971244,25,4.916659475232741e-07,0.9998303555814406
45/46,-0.0317088597273381,25,4.916659475232741e-07,0.9998308472473881
20/11,0.8624964762500651,25,4.916659475232741e-07,0.9998313389133356
23/64,-1.4764380439429874,24,4.7199930962234324e-07,0.9998318109126453
15/71,-2.2428565238961635,24,4.7199930962234324e-07,0.9998322829119549
25/7,1.8365012677171209,24,4.7199930962234324e-07,0.9998327549112646
11/76,-2.788495894806288,24,4.7199930962234324e-07,0.9998332269105742
43/47,-0.1283240969755394,24,4.7199930962234324e-07,0.9998336989098838
11/78,-2.8259706002249514,24,4.7199930962234324e-07,0.9998341709091935
29/60,-1.0489096004809464,24,4.7199930962234324e-07,0.9998346429085031
56/33,0.7629608026991507,24,4.7199930962234324e-07,0.9998351149078127
53/36,0.5579954531208869,24,4.7199930962234324e-07,0.9998355869071224
61/26,1.2302976194217945,24,4.7199930962234324e-07,0.999836058906432
80/7,3.514573172829758,24,4.7199930962234324e-07,0.9998365309057416
51/40,0.3504972470841331,24,4.7199930962234324e-07,0.9998370029050513
37/53,-0.5184670889342495,24,4.7199930962234324e-07,0.9998374749043609
59/30,0.9757524537533226,23,4.523326717214122e-07,0.9998379272370327
53/40,0.4059923596758368,23,4.523326717214122e-07,0.9998383795697044
39/49,-0.3293076252529599,23,4.523326717214122e-07,0.9998388319023762
65/27,1.267480310864986,23,4.523326717214122e-07,0.999839284235048
11/79,-2.844349129539806,23,4.523326717214122e-07,0.9998397365677197
24/61,-1.3457748368417302,23,4.523326717214122e-07,0.9998401889003915
10/81,-3.0179219079972626,23,4.523326717214122e-07,0.9998406412330633
39/56,-0.5219527031953558,23,4.523326717214122e-07,0.999841093565735
77/18,2.096861539252589,23,4.523326717214122e-07,0.9998415458984068
23/67,-1.54252723440076,23,4.523326717214122e-07,0.9998419982310786
66/25,1.4005379295837288,23,4.523326717214122e-07,0.9998424505637503
28/59,-1.0752881273042372,23,4.523326717214122e-07,0.9998429028964221
69/17,2.0210616155278296,23,4.523326717214122e-07,0.9998433552290938
71/16,2.149747119504682,23,4.523326717214122e-07,0.9998438075617656
6/85,-3.8244284354165456,23,4.523326717214122e-07,0.9998442598944374
50/37,0.4344028241457749,23,4.523326717214122e-07,0.9998447122271091
13/80,-2.6214883767462704,22,4.326660338204812e-07,0.9998451448931429
65/24,1.4374053123072985,22,4.326660338204812e-07,0.9998455775591767
87/2,5.442943495848728,22,4.326660338204812e-07,0.9998460102252105
90,6.491853096329675,22,4.326660338204812e-07,0.9998464428912442
66/29,1.1864131242308815,22,4.326660338204812e-07,0.999846875557278
85/3,4.824428435416546,22,4.326660338204812e-07,0.9998473082233118
83/7,3.567684509289321,22,4.326660338204812e-07,0.9998477408893456
14/17,-0.2801079191927353,22,4.326660338204812e-07,0.9998481735553794
7/81,-3.532495080827021,22,4.326660338204812e-07,0.9998486062214131
67/23,1.54252723440076,22,4.326660338204812e-07,0.9998490388874469
57/35,0.7036069972197753,22,4.326660338204812e-07,0.9998494715534807
59/36,0.7127180479195289,21,4.129993959195502e-07,0.9998498845528766
9/82,-3.187627003175772,21,4.129993959195502e-07,0.9998502975522725
9/79,-3.1338557467347905,21,4.129993959195502e-07,0.9998507105516684
7/25,-1.8365012677171204,21,4.129993959195502e-07,0.9998511235510643
76/15,2.341036917835067,21,4.129993959195502e-07,0.9998515365504602
88/3,4.874469117916141,21,4.129993959195502e-07,0.9998519495498561
79/8,3.303780748177103,21,4.129993959195502e-07,0.999852362549252
27/61,-1.1758498353994178,21,4.129993959195502e-07,0.9998527755486479
73/17,2.102361717629678,21,4.129993959195502e-07,0.9998531885480438
19/69,-1.860596943334584,21,4.129993959195502e-07,0.9998536015474397
53/37,0.5184670889342494,21,4.129993959195502e-07,0.9998540145468356
65/28,1.2150128909708504,21,4.129993959195502e-07,0.9998544275462316
64/23,1.476438043942987,21,4.129993959195502e-07,0.9998548405456275
59/31,0.928446738974966,21,4.129993959195502e-07,0.9998552535450234
13/74,-2.509013647487857,21,4.129993959195502e-07,0.9998556665444193
81/10,3.0179219079972626,21,4.129993959195502e-07,0.9998560795438152
83/4,4.375039431346925,21,4.129993959195502e-07,0.9998564925432111
34/57,-0.7454271729144024,20,3.933327580186193e-07,0.9998568858759691
69/22,1.6490928381408716,20,3.933327580186193e-07,0.9998572792087271
36/55,-0.6114347120823472,20,3.933327580186193e-07,0.9998576725414852
47/39,0.2691866328153889,20,3.933327580186193e-07,0.9998580658742432
17/72,-2.082462160191973,20,3.933327580186193e-07,0.9998584592070012
89,6.475733430966398,20,3.933327580186193e-07,0.9998588525397593
55/39,0.4959574946624113,20,3.933327580186193e-07,0.9998592458725173
27/62,-1.199308808223407,20,3.933327580186193e-07,0.9998596392052753
23/8,1.5235619560570128,20,3.933327580186193e-07,0.9998600325380333
46/41,0.1660099514389293,20,3.933327580186193e-07,0.9998604258707914
3/86,-4.841302253980942,20,3.933327580186193e-07,0.9998608192035494
26/61,-1.2302976194217945,20,3.933327580186193e-07,0.9998612125363074
81/8,3.339850002884625,20,3.933327580186193e-07,0.9998616058690655
72/17,2.082462160191973,20,3.933327580186193e-07,0.9998619992018235
43/44,-0.0331668639351992,20,3.933327580186193e-07,0.9998623925345815
41/54,-0.3973354975453848,20,3.933327580186193e-07,0.9998627858673396
42/47,-0.1622714288988771,20,3.933327580186193e-07,0.9998631792000976
6/83,-3.790076930625768,20,3.933327580186193e-07,0.9998635725328556
63/29,1.1192989283723445,20,3.933327580186193e-07,0.9998639658656137
67/21,1.6737717676790125,20,3.933327580186193e-07,0.9998643591983717
45/47,-0.0627357553479626,20,3.933327580186193e-07,0.9998647525311297
22/69,-1.649092838140872,19,3.736661201176883e-07,0.9998651261972499
41/46,-0.1660099514389292,19,3.736661201176883e-07,0.99986549986337
78/11,2.8259706002249514,19,3.736661201176883e-07,0.9998658735294902
23/66,-1.5208321633014403,19,3.736661201176883e-07,0.9998662471956103
57/32,0.8328900141647417,19,3.736661201176883e-07,0.9998666208617305
38/55,-0.5334322000810741,19,3.736661201176883e-07,0.9998669945278507
21/68,-1.6951454184715793,19,3.736661201176883e-07,0.9998673681939708
45/44,0.0324214776923774,19,3.736661201176883e-07,0.999867741860091
15/77,-2.359895945086383,19,3.736661201176883e-07,0.9998681155262111
13/19,-0.5474877953024933,19,3.736661201176883e-07,0.9998684891923313
57/31,0.8786937037778665,19,3.736661201176883e-07,0.9998688628584514
16/75,-2.228818690495881,19,3.736661201176883e-07,0.9998692365245716
44/43,0.0331668639351993,19,3.736661201176883e-07,0.9998696101906918
32/57,-0.8328900141647417,19,3.736661201176883e-07,0.9998699838568119
79/11,2.844349129539806,19,3.736661201176883e-07,0.9998703575229321
79/9,3.133855746734791,19,3.736661201176883e-07,0.9998707311890522
83/3,4.790076930625768,19,3.736661201176883e-07,0.9998711048551724
1/89,-6.475733430966398,18,3.5399948221675737e-07,0.9998714588546546
39/53,-0.442518235700951,18,3.5399948221675737e-07,0.9998718128541367
75/19,1.9808911770522952,18,3.5399948221675737e-07,0.9998721668536189
86,6.426264754702098,18,3.5399948221675737e-07,0.9998725208531011
1/87,-6.442943495848729,18,3.5399948221675737e-07,0.9998728748525832
84/11,2.9328858041414634,18,3.5399948221675737e-07,0.9998732288520654
80/13,2.6214883767462704,18,3.5399948221675737e-07,0.9998735828515476
58/35,0.7286979781826057,18,3.5399948221675737e-07,0.9998739368510298
75/17,2.141355849245542,18,3.5399948221675737e-07,0.9998742908505119
69/25,1.464668267003444,18,3.5399948221675737e-07,0.9998746448499941
14/81,-2.532495080827021,18,3.5399948221675737e-07,0.9998749988494763
81/11,2.8804183842473274,18,3.5399948221675737e-07,0.9998753528489585
37/51,-0.4629719763425459,18,3.5399948221675737e-07,0.9998757068484406
26/69,-1.408084738637077,18,3.5399948221675737e-07,0.9998760608479228
74/21,1.8171359428501888,18,3.5399948221675737e-07,0.999876414847405
75/16,2.228818690495881,18,3.5399948221675737e-07,0.9998767688468871
42/55,-0.3890422907458993,18,3.5399948221675737e-07,0.9998771228463693
82/9,3.187627003175772,18,3.5399948221675737e-07,0.9998774768458515
1/31,-4.954196310386876,18,3.5399948221675737e-07,0.9998778308453337
71/18,1.9798221180623696,18,3.5399948221675737e-07,0.9998781848448158
3/83,-4.790076930625768,18,3.5399948221675737e-07,0.999878538844298
81/14,2.532495080827021,18,3.5399948221675737e-07,0.9998788928437802
80/9,3.15200309344505,18,3.5399948221675737e-07,0.9998792468432623
47/45,0.0627357553479627,17,3.343328443158264e-07,0.9998795811761066
29/2,3.857980995127572,17,3.343328443158264e-07,0.999879915508951
77/15,2.359895945086383,17,3.343328443158264e-07,0.9998802498417952
16/77,-2.266786540694901,17,3.343328443158264e-07,0.9998805841746395
50/43,0.2175914350726268,17,3.343328443158264e-07,0.9998809185074838
48/41,0.2274104961030724,17,3.343328443158264e-07,0.9998812528403281
41/51,-0.3148733373534119,17,3.343328443158264e-07,0.9998815871731724
36/59,-0.7127180479195289,17,3.343328443158264e-07,0.9998819215060167
8/23,-1.5235619560570128,17,3.343328443158264e-07,0.999882255838861
41/48,-0.2274104961030725,17,3.343328443158264e-07,0.9998825901717053
1/90,-6.491853096329675,17,3.343328443158264e-07,0.9998829245045496
79/12,2.7188182474559466,17,3.343328443158264e-07,0.9998832588373939
73/18,2.019899557437705,17,3.343328443158264e-07,0.9998835931702382
3/88,-4.874469117916141,17,3.343328443158264e-07,0.9998839275030825
53/42,0.3356030317844388,17,3.343328443158264e-07,0.9998842618359268
85/8,3.4093909361377017,17,3.343328443158264e-07,0.9998845961687711
38/51,-0.42449782852791,17,3.343328443158264e-07,0.9998849305016154
4/87,-4.442943495848728,17,3.343328443158264e-07,0.9998852648344597
7/83,-3.567684509289321,16,3.146662064148954e-07,0.9998855795006661
15/79,-2.3968901525685844,16,3.146662064148954e-07,0.9998858941668726
19/75,-1.9808911770522952,16,3.146662064148954e-07,0.999886208833079
69/26,1.408084738637077,16,3.146662064148954e-07,0.9998865234992854
49/50,-0.0291463456595165,16,3.146662064148954e-07,0.9998868381654918
9/85,-3.2394659346953896,16,3.146662064148954e-07,0.9998871528316983
56/39,0.5219527031953558,16,3.146662064148954e-07,0.9998874674979047
92/3,4.938599455335857,16,3.146662064148954e-07,0.9998877821641111
3/92,-4.938599455335857,16,3.146662064148954e-07,0.9998880968303175
5/87,-4.121015400961366,16,3.146662064148954e-07,0.999888411496524
36/53,-0.5579954531208869,16,3.146662064148954e-07,0.9998887261627304
87,6.442943495848729,16,3.146662064148954e-07,0.9998890408289368
61/27,1.1758498353994178,16,3.146662064148954e-07,0.9998893554951432
62/33,0.909802191028422,16,3.146662064148954e-07,0.9998896701613497
11/84,-2.9328858041414634,16,3.146662064148954e-07,0.9998899848275561
20/73,-1.867896463992655,16,3.146662064148954e-07,0.9998902994937625
12/83,-2.790076930625769,15,2.9499956851396445e-07,0.9998905944933311
71/24,1.564784618783526,15,2.9499956851396445e-07,0.9998908894928996
35/64,-0.8707169830550336,15,2.9499956851396445e-07,0.9998911844924682
4/83,-4.375039431346925,15,2.9499956851396445e-07,0.9998914794920367
48/47,0.0303736490435186,15,2.9499956851396445e-07,0.9998917744916053
18/71,-1.9798221180623696,15,2.9499956851396445e-07,0.9998920694911738
51/44,0.2129937233341984,15,2.9499956851396445e-07,0.9998923644907424
21/71,-1.7574296967259218,15,2.9499956851396445e-07,0.9998926594903109
45/49,-0.1228567477855334,15,2.9499956851396445e-07,0.9998929544898795
37/60,-0.6974372299795687,15,2.9499956851396445e-07,0.999893249489448
93/2,5.539158811108031,15,2.9499956851396445e-07,0.9998935444890166
64/29,1.142019004872428,15,2.9499956851396445e-07,0.9998938394885851
91/6,3.92283213947754,15,2.9499956851396445e-07,0.9998941344881537
68/19,1.839535327806754,15,2.9499956851396445e-07,0.9998944294877222
71/22,1.690315500867385,15,2.9499956851396445e-07,0.9998947244872908
28/65,-1.2150128909708504,15,2.9499956851396445e-07,0.9998950194868593
44/49,-0.1552782254779109,15,2.9499956851396445e-07,0.9998953144864279
67/27,1.3112016882943038,15,2.9499956851396445e-07,0.9998956094859964
31/63,-1.0230836131130414,15,2.9499956851396445e-07,0.999895904485565
73/20,1.867896463992655,15,2.9499956851396445e-07,0.9998961994851335
65/33,0.9779736936700012,15,2.9499956851396445e-07,0.9998964944847021
54/37,0.5454341365345187,15,2.9499956851396445e-07,0.9998967894842706
67/26,1.3656494723166803,15,2.9499956851396445e-07,0.9998970844838392
70/23,1.605721060887954,14,2.753329306130335e-07,0.9998973598167697
12/79,-2.7188182474559466,14,2.753329306130335e-07,0.9998976351497003
35/58,-0.7286979781826057,14,2.753329306130335e-07,0.9998979104826309
40/53,-0.4059923596758367,14,2.753329306130335e-07,0.9998981858155614
32/63,-0.9772799234999164,14,2.753329306130335e-07,0.999898461148492
71/21,1.7574296967259218,14,2.753329306130335e-07,0.9998987364814226
56/43,0.3810901673555062,14,2.753329306130335e-07,0.9998990118143531
51/37,0.4629719763425457,14,2.753329306130335e-07,0.9998992871472837
49/44,0.1552782254779108,14,2.753329306130335e-07,0.9998995624802143
76/17,2.160464672193246,14,2.753329306130335e-07,0.9998998378131448
41/52,-0.3428877135230085,14,2.753329306130335e-07,0.9999001131460754
87/8,3.442943495848729,14,2.753329306130335e-07,0.999900388479006
18/77,-2.096861539252589,14,2.753329306130335e-07,0.9999006638119365
37/54,-0.5454341365345187,14,2.753329306130335e-07,0.9999009391448671
44/51,-0.2129937233341982,14,2.753329306130335e-07,0.9999012144777977
43/48,-0.1586977460190581,14,2.753329306130335e-07,0.9999014898107282
33/65,-0.9779736936700012,14,2.753329306130335e-07,0.9999017651436588
37/56,-0.5979015564286544,14,2.753329306130335e-07,0.9999020404765894
63/32,0.9772799234999164,14,2.753329306130335e-07,0.9999023158095199
19/72,-1.921997487998727,14,2.753329306130335e-07,0.9999025911424505
33/62,-0.909802191028422,13,2.556662927121025e-07,0.9999028468087432
31/69,-1.154328146391294,13,2.556662927121025e-07,0.9999031024750359
57/34,0.7454271729144024,13,2.556662927121025e-07,0.9999033581413286
33/59,-0.838248930003388,13,2.556662927121025e-07,0.9999036138076213
26/67,-1.3656494723166803,13,2.556662927121025e-07,0.999903869473914
53/45,0.2360673582335245,13,2.556662927121025e-07,0.9999041251402067
51/43,0.2461605872693978,13,2.556662927121025e-07,0.9999043808064993
25/72,-1.5260688116675876,13,2.556662927121025e-07,0.999904636472792
83/6,3.790076930625768,13,2.556662927121025e-07,0.9999048921390847
16/19,-0.2479275134435856,13,2.556662927121025e-07,0.9999051478053774
91/5,4.185866545311334,13,2.556662927121025e-07,0.9999054034716701
7/92,-3.716207033999409,13,2.556662927121025e-07,0.9999056591379628
87/5,4.121015400961366,13,2.556662927121025e-07,0.9999059148042555
8/87,-3.442943495848729,13,2.556662927121025e-07,0.9999061704705482
17/73,-2.102361717629678,13,2.556662927121025e-07,0.9999064261368409
21/73,-1.7975071361012571,13,2.556662927121025e-07,0.9999066818031336
86/9,3.2563397532597853,13,2.556662927121025e-07,0.9999069374694263
18/73,-2.019899557437705,13,2.556662927121025e-07,0.999907193135719
85/11,2.949959317500405,13,2.556662927121025e-07,0.9999074488020117
8/81,-3.339850002884625,13,2.556662927121025e-07,0.9999077044683043
53/39,0.4425182357009509,13,2.556662927121025e-07,0.999907960134597
82/11,2.8981203859807865,13,2.556662927121025e-07,0.9999082158008897
88/5,4.137503523749936,13,2.556662927121025e-07,0.9999084714671824
67/24,1.4811266897366162,13,2.556662927121025e-07,0.9999087271334751
86/7,3.6189098326444937,13,2.556662927121025e-07,0.9999089827997678
1/92,-6.523561956057013,12,2.3599965481117162e-07,0.9999092187994226
29/63,-1.1192989283723445,12,2.3599965481117162e-07,0.9999094547990774
5/93,-4.217230716220669,12,2.3599965481117162e-07,0.9999096907987323
83/12,2.790076930625769,12,2.3599965481117162e-07,0.9999099267983871
33/58,-0.8135868757691187,12,2.3599965481117162e-07,0.9999101627980419
13/81,-2.639410284743533,12,2.3599965481117162e-07,0.9999103987976967
73/30,1.282933963271499,12,2.3599965481117162e-07,0.9999106347973515
3/95,-4.984893107609792,12,2.3599965481117162e-07,0.9999108707970064
24/67,-1.4811266897366162,12,2.3599965481117162e-07,0.9999111067966612
92,6.523561956057013,12,2.3599965481117162e-07,0.999911342796316
85/12,2.8244284354165456,12,2.3599965481117162e-07,0.9999115787959708
11/81,-2.8804183842473274,12,2.3599965481117162e-07,0.9999118147956256
47/49,-0.0601209924375709,12,2.3599965481117162e-07,0.9999120507952804
63/31,1.0230836131130412,12,2.3599965481117162e-07,0.9999122867949353
11/82,-2.8981203859807865,12,2.3599965481117162e-07,0.9999125227945901
67/32,1.0660891904577725,12,2.3599965481117162e-07,0.9999127587942449
91/9,3.337869638756384,12,2.3599965481117162e-07,0.9999129947938997
15/83,-2.4681488357384063,12,2.3599965481117162e-07,0.9999132307935545
55/41,0.423807708906576,12,2.3599965481117162e-07,0.9999134667932094
75/22,1.7693870718585836,12,2.3599965481117162e-07,0.9999137027928642
28/69,-1.301169534720565,12,2.3599965481117162e-07,0.999913938792519
2/87,-5.442943495848728,12,2.3599965481117162e-07,0.9999141747921738
31,4.954196310386876,12,2.3599965481117162e-07,0.9999144107918286
25/69,-1.4646682670034443,12,2.3599965481117162e-07,0.9999146467914835
65/34,0.9349049717781152,12,2.3599965481117162e-07,0.9999148827911383
87/7,3.635588573791124,12,2.3599965481117162e-07,0.9999151187907931
17/79,-2.216317906926764,12,2.3599965481117162e-07,0.9999153547904479
42/53,-0.3356030317844388,12,2.3599965481117162e-07,0.9999155907901027
80/19,2.074000581443777,12,2.3599965481117162e-07,0.9999158267897575
43/50,-0.2175914350726268,12,2.3599965481117162e-07,0.9999160627894124
69/35,0.9792414398332028,12,2.3599965481117162e-07,0.9999162987890672
34/59,-0.7951802081115018,11,2.163330169102406e-07,0.9999165151220841
11/85,-2.949959317500405,11,2.163330169102406e-07,0.9999167314551011
53/51,0.0554951125917037,11,2.163330169102406e-07,0.999916947788118
83/10,3.053111336459563,11,2.163330169102406e-07,0.999917164121135
58/41,0.5004289905094884,11,2.163330169102406e-07,0.9999173804541519
61/35,0.8014543206179199,11,2.163330169102406e-07,0.9999175967871688
29/66,-1.1864131242308813,11,2.163330169102406e-07,0.9999178131201858
67/33,1.0216950710993191,11,2.163330169102406e-07,0.9999180294532027
11/87,-2.983511877211431,11,2.163330169102406e-07,0.9999182457862197
75/23,1.705256734438868,11,2.163330169102406e-07,0.9999184621192366
23/75,-1.7052567344388685,11,2.163330169102406e-07,0.9999186784522536
81/17,2.2523871616342857,11,2.163330169102406e-07,0.9999188947852705
5/91,-4.185866545311334,11,2.163330169102406e-07,0.9999191111182875
22/71,-1.690315500867385,11,2.163330169102406e-07,0.9999193274513044
64/27,1.245112497836531,11,2.163330169102406e-07,0.9999195437843214
23/73,-1.6662626028230043,11,2.163330169102406e-07,0.9999197601173383
49/45,0.1228567477855333,11,2.163330169102406e-07,0.9999199764503552
25/68,-1.4436066514756147,11,2.163330169102406e-07,0.9999201927833722
65/31,1.0681715026415792,11,2.163330169102406e-07,0.9999204091163891
89/6,3.8907709302452416,11,2.163330169102406e-07,0.9999206254494061
63/26,1.276840205358824,11,2.163330169102406e-07,0.999920841782423
43/57,-0.4066252594626437,11,2.163330169102406e-07,0.99992105811544
37/59,-0.6731896837328916,11,2.163330169102406e-07,0.9999212744484569
78/17,2.1979393776119087,11,2.163330169102406e-07,0.9999214907814739
39/61,-0.6453351187006379,11,2.163330169102406e-07,0.9999217071144908
57/43,0.4066252594626436,11,2.163330169102406e-07,0.9999219234475077
14/79,-2.496425826119499,11,2.163330169102406e-07,0.9999221397805247
29/69,-1.250543461650597,11,2.163330169102406e-07,0.9999223561135416
72/19,1.921997487998727,11,2.163330169102406e-07,0.9999225724465586
31/65,-1.0681715026415792,11,2.163330169102406e-07,0.9999227887795755
19/13,0.5474877953024933,11,2.163330169102406e-07,0.9999230051125925
25/71,-1.5058909297299574,11,2.163330169102406e-07,0.9999232214456094
68/27,1.3325753390868709,11,2.163330169102406e-07,0.9999234377786264
87/4,4.442943495848728,11,2.163330169102406e-07,0.9999236541116433
60/37,0.6974372299795688,11,2.163330169102406e-07,0.9999238704446602
59/33,0.8382489300033877,11,2.163330169102406e-07,0.9999240867776772
55/42,0.3890422907458993,10,1.9666637900930965e-07,0.9999242834440562
21/74,-1.8171359428501888,10,1.9666637900930965e-07,0.9999244801104351
23/72,-1.6463630453852995,10,1.9666637900930965e-07,0.9999246767768141
