delta,delta_log2,frequency,density,cumulative_density
35/61,-0.8014543206179199,10,1.9666637900930965e-07,0.999924873443193
7/87,-3.635588573791124,10,1.9666637900930965e-07,0.999925070109572
69/28,1.3011695347205652,10,1.9666637900930965e-07,0.999925266775951
22/75,-1.7693870718585836,10,1.9666637900930965e-07,0.9999254634423299
9/83,-3.205114429904613,10,1.9666637900930965e-07,0.9999256601087089
77/19,2.018859027251316,10,1.9666637900930965e-07,0.9999258567750878
19/77,-2.018859027251316,10,1.9666637900930965e-07,0.9999260534414668
45/52,-0.2085866218114173,10,1.9666637900930965e-07,0.9999262501078457
41/55,-0.4238077089065758,10,1.9666637900930965e-07,0.9999264467742247
70/27,1.374395514781498,10,1.9666637900930965e-07,0.9999266434406037
82/17,2.270089163367744,10,1.9666637900930965e-07,0.9999268401069826
31/4,2.954196310386875,10,1.9666637900930965e-07,0.9999270367733616
34,5.08746284125034,10,1.9666637900930965e-07,0.9999272334397405
23/76,-1.7243655573865726,10,1.9666637900930965e-07,0.9999274301061195
64/35,0.8707169830550334,10,1.9666637900930965e-07,0.9999276267724985
4/89,-4.475733430966398,10,1.9666637900930965e-07,0.9999278234388774
59/40,0.560714954474479,10,1.9666637900930965e-07,0.9999280201052564
1/86,-6.426264754702098,10,1.9666637900930965e-07,0.9999282167716353
61/39,0.645335118700638,10,1.9666637900930965e-07,0.9999284134380143
77/16,2.266786540694901,10,1.9666637900930965e-07,0.9999286101043933
4/95,-4.569855608330949,10,1.9666637900930965e-07,0.9999288067707722
61/33,0.8863432182044328,10,1.9666637900930965e-07,0.9999290034371512
6/89,-3.8907709302452416,10,1.9666637900930965e-07,0.9999292001035301
72/23,1.6463630453852995,10,1.9666637900930965e-07,0.9999293967699091
76/21,1.8556100906648247,10,1.9666637900930965e-07,0.9999295934362881
1/93,-6.539158811108032,10,1.9666637900930965e-07,0.999929790102667
17/76,-2.160464672193246,10,1.9666637900930965e-07,0.999929986769046
65/37,0.8129144473995048,10,1.9666637900930965e-07,0.999930183435425
29/70,-1.2713020218173945,10,1.9666637900930965e-07,0.9999303801018039
77/25,1.622930350920177,10,1.9666637900930965e-07,0.9999305767681829
7/86,-3.6189098326444937,10,1.9666637900930965e-07,0.9999307734345618
45/53,-0.2360673582335244,10,1.9666637900930965e-07,0.9999309701009408
33/68,-1.0430687218918862,9,1.7699974110837868e-07,0.9999311471006819
3/91,-4.92283213947754,9,1.7699974110837868e-07,0.999931324100423
43/51,-0.2461605872693976,9,1.7699974110837868e-07,0.999931501100164
27/64,-1.2451124978365316,9,1.7699974110837868e-07,0.9999316780999051
45/56,-0.3155018257279293,9,1.7699974110837868e-07,0.9999318550996462
1/34,-5.08746284125034,9,1.7699974110837868e-07,0.9999320320993873
95/3,4.984893107609792,9,1.7699974110837868e-07,0.9999322090991284
55/38,0.5334322000810742,9,1.7699974110837868e-07,0.9999323860988695
95,6.569855608330948,9,1.7699974110837868e-07,0.9999325630986106
9/91,-3.337869638756384,9,1.7699974110837868e-07,0.9999327400983516
39/55,-0.4959574946624113,9,1.7699974110837868e-07,0.9999329170980927
9/86,-3.2563397532597853,9,1.7699974110837868e-07,0.9999330940978338
27/67,-1.311201688294304,9,1.7699974110837868e-07,0.9999332710975749
1/96,-6.584962500721156,9,1.7699974110837868e-07,0.999933448097316
70/33,1.084888897586513,9,1.7699974110837868e-07,0.9999336250970571
3/89,-4.890770930245242,9,1.7699974110837868e-07,0.9999338020967982
29/67,-1.2081081953302004,9,1.7699974110837868e-07,0.9999339790965392
85/9,3.2394659346953896,9,1.7699974110837868e-07,0.9999341560962803
56/45,0.3155018257279294,9,1.7699974110837868e-07,0.9999343330960214
51/38,0.42449782852791,9,1.7699974110837868e-07,0.9999345100957625
67/30,1.159198594849254,9,1.7699974110837868e-07,0.9999346870955036
27/73,-1.434937056716549,9,1.7699974110837868e-07,0.9999348640952447
49/47,0.0601209924375709,9,1.7699974110837868e-07,0.9999350410949858
79/14,2.496425826119499,9,1.7699974110837868e-07,0.9999352180947269
5/29,-2.5360529002402097,9,1.7699974110837868e-07,0.9999353950944679
51/41,0.3148733373534119,9,1.7699974110837868e-07,0.999935572094209
29/64,-1.142019004872428,9,1.7699974110837868e-07,0.9999357490939501
2/91,-5.507794640198696,9,1.7699974110837868e-07,0.9999359260936912
71/25,1.5058909297299574,9,1.7699974110837868e-07,0.9999361030934323
58/33,0.8135868757691187,9,1.7699974110837868e-07,0.9999362800931734
89/7,3.668378508908794,9,1.7699974110837868e-07,0.9999364570929145
84/13,2.691877704637668,9,1.7699974110837868e-07,0.9999366340926555
59/34,0.795180208111502,9,1.7699974110837868e-07,0.9999368110923966
32/67,-1.0660891904577725,9,1.7699974110837868e-07,0.9999369880921377
8/85,-3.4093909361377017,9,1.7699974110837868e-07,0.9999371650918788
59/42,0.4903256265830809,8,1.573331032074477e-07,0.999937322424982
82/15,2.450661409009565,8,1.573331032074477e-07,0.9999374797580852
16/81,-2.3398500028846247,8,1.573331032074477e-07,0.9999376370911884
1/99,-6.6293566200796095,8,1.573331032074477e-07,0.9999377944242916
47/54,-0.2002986504858312,8,1.573331032074477e-07,0.9999379517573949
41/57,-0.4753380095466579,8,1.573331032074477e-07,0.9999381090904981
58/39,0.5725787762653238,8,1.573331032074477e-07,0.9999382664236013
37/63,-0.7678265578709667,8,1.573331032074477e-07,0.9999384237567045
92/9,3.3536369546147005,8,1.573331032074477e-07,0.9999385810898077
96/5,4.263034405833794,8,1.573331032074477e-07,0.9999387384229109
1/95,-6.569855608330948,8,1.573331032074477e-07,0.9999388957560141
5/88,-4.137503523749935,8,1.573331032074477e-07,0.9999390530891173
70/29,1.2713020218173945,8,1.573331032074477e-07,0.9999392104222206
40/59,-0.5607149544744789,8,1.573331032074477e-07,0.9999393677553238
14/85,-2.602036014080097,8,1.573331032074477e-07,0.999939525088427
4/31,-2.954196310386875,8,1.573331032074477e-07,0.9999396824215302
73/27,1.4349370567165487,8,1.573331032074477e-07,0.9999398397546334
91/8,3.5077946401986964,8,1.573331032074477e-07,0.9999399970877366
63/34,0.8898170822495771,8,1.573331032074477e-07,0.9999401544208398
24/77,-1.6818240399737452,8,1.573331032074477e-07,0.999940311753943
89/3,4.890770930245242,8,1.573331032074477e-07,0.9999404690870463
79/18,2.133855746734791,8,1.573331032074477e-07,0.9999406264201495
90/7,3.684498174272071,8,1.573331032074477e-07,0.9999407837532527
73/23,1.6662626028230043,8,1.573331032074477e-07,0.9999409410863559
15/86,-2.51937415909358,8,1.573331032074477e-07,0.9999410984194591
48/49,-0.029747343394052,8,1.573331032074477e-07,0.9999412557525623
71/39,0.8643449006424336,8,1.573331032074477e-07,0.9999414130856655
89/4,4.475733430966398,8,1.573331032074477e-07,0.9999415704187687
9/89,-3.305808429524085,8,1.573331032074477e-07,0.999941727751872
89/10,3.1538053360790355,8,1.573331032074477e-07,0.9999418850849752
10/87,-3.121015400961366,8,1.573331032074477e-07,0.9999420424180784
52/45,0.2085866218114173,8,1.573331032074477e-07,0.9999421997511816
89/12,2.890770930245242,8,1.573331032074477e-07,0.9999423570842848
1/98,-6.614709844115209,8,1.573331032074477e-07,0.999942514417388
87/17,2.355480654598389,8,1.573331032074477e-07,0.9999426717504912
43/56,-0.3810901673555061,8,1.573331032074477e-07,0.9999428290835944
47/48,-0.0303736490435188,8,1.573331032074477e-07,0.9999429864166977
17/78,-2.197939377611909,8,1.573331032074477e-07,0.9999431437498009
13/92,-2.823122237915921,7,1.3766646530651674e-07,0.9999432814162662
91/2,5.507794640198696,7,1.3766646530651674e-07,0.9999434190827315
12/89,-2.890770930245242,7,1.3766646530651674e-07,0.9999435567491969
13/86,-2.7258250365610057,7,1.3766646530651674e-07,0.9999436944156622
17/81,-2.2523871616342857,7,1.3766646530651674e-07,0.9999438320821276
54/41,0.3973354975453849,7,1.3766646530651674e-07,0.9999439697485929
4/101,-4.658211482751795,7,1.3766646530651674e-07,0.9999441074150582
61/32,0.9307373375628863,7,1.3766646530651674e-07,0.9999442450815236
25/74,-1.565597175854225,7,1.3766646530651674e-07,0.9999443827479889
95/9,3.399930606888636,7,1.3766646530651674e-07,0.9999445204144543
11/90,-3.032421477692377,7,1.3766646530651674e-07,0.9999446580809196
15/82,-2.450661409009565,7,1.3766646530651674e-07,0.9999447957473849
72/25,1.5260688116675876,7,1.3766646530651674e-07,0.9999449334138503
27/68,-1.332575339086871,7,1.3766646530651674e-07,0.9999450710803156
53/46,0.2043584985061863,7,1.3766646530651674e-07,0.999945208746781
17/82,-2.2700891633677447,7,1.3766646530651674e-07,0.9999453464132463
85/18,2.2394659346953896,7,1.3766646530651674e-07,0.9999454840797116
83/15,2.4681488357384063,7,1.3766646530651674e-07,0.999945621746177
87/11,2.983511877211431,7,1.3766646530651674e-07,0.9999457594126423
86/15,2.51937415909358,7,1.3766646530651674e-07,0.9999458970791076
52/47,0.1458508664634548,7,1.3766646530651674e-07,0.999946034745573
81/13,2.639410284743533,7,1.3766646530651674e-07,0.9999461724120383
13/87,-2.742503777707636,7,1.3766646530651674e-07,0.9999463100785037
33/61,-0.8863432182044327,7,1.3766646530651674e-07,0.999946447744969
13/84,-2.691877704637668,7,1.3766646530651674e-07,0.9999465854114343
62/45,0.4623432140572004,7,1.3766646530651674e-07,0.9999467230778997
97/3,5.014950341465972,7,1.3766646530651674e-07,0.999946860744365
84/17,2.304854581528421,7,1.3766646530651674e-07,0.9999469984108303
19/16,0.2479275134435855,7,1.3766646530651674e-07,0.9999471360772957
97/2,5.599912842187128,7,1.3766646530651674e-07,0.999947273743761
51/47,0.117836490293858,7,1.3766646530651674e-07,0.9999474114102264
88/9,3.289506617194985,7,1.3766646530651674e-07,0.9999475490766917
13/83,-2.6745997132058323,7,1.3766646530651674e-07,0.999947686743157
60/43,0.4806258409064207,7,1.3766646530651674e-07,0.9999478244096224
16/83,-2.375039431346925,7,1.3766646530651674e-07,0.9999479620760877
36/61,-0.7608123361205739,7,1.3766646530651674e-07,0.999948099742553
41/61,-0.5731853329448027,7,1.3766646530651674e-07,0.9999482374090184
26/73,-1.489384840738925,7,1.3766646530651674e-07,0.9999483750754837
40/57,-0.5109619192773794,7,1.3766646530651674e-07,0.9999485127419491
61/38,0.6828098241193009,7,1.3766646530651674e-07,0.9999486504084144
57/47,0.2783011624871044,7,1.3766646530651674e-07,0.9999487880748797
95/4,4.569855608330949,7,1.3766646530651674e-07,0.9999489257413451
79/17,2.216317906926764,7,1.3766646530651674e-07,0.9999490634078104
27/70,-1.374395514781498,7,1.3766646530651674e-07,0.9999492010742758
24/73,-1.6048620581588613,7,1.3766646530651674e-07,0.9999493387407411
79/20,1.981852653289741,7,1.3766646530651674e-07,0.9999494764072064
15/88,-2.552541023028779,7,1.3766646530651674e-07,0.9999496140736718
22/13,0.7589919004962051,7,1.3766646530651674e-07,0.9999497517401371
59/39,0.597240830499593,7,1.3766646530651674e-07,0.9999498894066025
29/72,-1.3119440063147405,7,1.3766646530651674e-07,0.9999500270730678
50/49,0.0291463456595165,7,1.3766646530651674e-07,0.9999501647395331
80/21,1.9296106721086024,7,1.3766646530651674e-07,0.9999503024059985
39/58,-0.5725787762653238,7,1.3766646530651674e-07,0.9999504400724638
46/47,-0.0310268956206245,7,1.3766646530651674e-07,0.9999505777389291
39/59,-0.597240830499593,7,1.3766646530651674e-07,0.9999507154053945
47/46,0.0310268956206246,7,1.3766646530651674e-07,0.9999508530718598
35/69,-0.9792414398332026,7,1.3766646530651674e-07,0.9999509907383252
73/26,1.489384840738925,7,1.3766646530651674e-07,0.9999511284047905
83/13,2.674599713205833,7,1.3766646530651674e-07,0.9999512660712558
33/67,-1.0216950710993191,7,1.3766646530651674e-07,0.9999514037377212
28/71,-1.342392197447078,7,1.3766646530651674e-07,0.9999515414041865
89/9,3.305808429524085,7,1.3766646530651674e-07,0.9999516790706519
87/10,3.1210154009613658,7,1.3766646530651674e-07,0.9999518167371172
21/80,-1.9296106721086024,7,1.3766646530651674e-07,0.9999519544035825
35/67,-0.936806173512806,7,1.3766646530651674e-07,0.9999520920700479
12/85,-2.8244284354165456,7,1.3766646530651674e-07,0.9999522297365132
21/83,-1.9827220085681647,6,1.1799982740558578e-07,0.9999523477363406
55/51,0.1089343715531639,6,1.1799982740558578e-07,0.9999524657361679
95/6,3.984893107609792,6,1.1799982740558578e-07,0.9999525837359953
45/64,-0.5081469036703253,6,1.1799982740558578e-07,0.9999527017358226
71/33,1.1053530001462286,6,1.1799982740558578e-07,0.99995281973565
63/37,0.7678265578709667,6,1.1799982740558578e-07,0.9999529377354773
27/74,-1.4545658634654812,6,1.1799982740558578e-07,0.9999530557353047
34/71,-1.062284278254343,6,1.1799982740558578e-07,0.999953173735132
76/27,1.493040011280117,6,1.1799982740558578e-07,0.9999532917349594
30/73,-1.282933963271499,6,1.1799982740558578e-07,0.9999534097347867
92/13,2.823122237915921,6,1.1799982740558578e-07,0.9999535277346141
85/14,2.602036014080097,6,1.1799982740558578e-07,0.9999536457344415
92/7,3.716207033999409,6,1.1799982740558578e-07,0.9999537637342688
11/93,-3.079727192470734,6,1.1799982740558578e-07,0.9999538817340962
79/15,2.3968901525685844,6,1.1799982740558578e-07,0.9999539997339235
37/57,-0.623436648535792,6,1.1799982740558578e-07,0.9999541177337509
83/9,3.205114429904612,6,1.1799982740558578e-07,0.9999542357335782
7/89,-3.668378508908794,6,1.1799982740558578e-07,0.9999543537334056
68/31,1.1332665308634642,6,1.1799982740558578e-07,0.9999544717332329
38/61,-0.6828098241193007,6,1.1799982740558578e-07,0.9999545897330603
75/26,1.528378972354789,6,1.1799982740558578e-07,0.9999547077328876
7/90,-3.684498174272071,6,1.1799982740558578e-07,0.999954825732715
34/65,-0.934904971778115,6,1.1799982740558578e-07,0.9999549437325423
10/83,-3.053111336459563,6,1.1799982740558578e-07,0.9999550617323697
63/44,0.5178483048626192,6,1.1799982740558578e-07,0.999955179732197
88/15,2.5525410230287786,6,1.1799982740558578e-07,0.9999552977320244
17/84,-2.3048545815284207,6,1.1799982740558578e-07,0.9999554157318518
41/69,-0.7509724521600855,6,1.1799982740558578e-07,0.9999555337316791
19/78,-2.0374747054186626,6,1.1799982740558578e-07,0.9999556517315065
78/19,2.037474705418663,6,1.1799982740558578e-07,0.9999557697313338
77/24,1.6818240399737454,6,1.1799982740558578e-07,0.9999558877311612
41/64,-0.6424479953819163,6,1.1799982740558578e-07,0.9999560057309885
101/4,4.658211482751795,6,1.1799982740558578e-07,0.9999561237308159
73/24,1.604862058158861,6,1.1799982740558578e-07,0.9999562417306432
21/76,-1.8556100906648247,6,1.1799982740558578e-07,0.9999563597304706
41/67,-0.7085371858396888,6,1.1799982740558578e-07,0.9999564777302979
94/5,4.232660756790276,6,1.1799982740558578e-07,0.9999565957301253
75/29,1.3708376953683088,6,1.1799982740558578e-07,0.9999567137299527
30/71,-1.2428565238961635,6,1.1799982740558578e-07,0.99995683172978
41/60,-0.5493385909904348,6,1.1799982740558578e-07,0.9999569497296074
55/47,0.2267708618470222,6,1.1799982740558578e-07,0.9999570677294347
83/27,1.6201519291834563,6,1.1799982740558578e-07,0.9999571857292621
29/73,-1.3318435637524453,6,1.1799982740558578e-07,0.9999573037290894
37/66,-0.8349407537295038,6,1.1799982740558578e-07,0.9999574217289168
71/34,1.062284278254343,6,1.1799982740558578e-07,0.9999575397287441
28/75,-1.4214637684382767,6,1.1799982740558578e-07,0.9999576577285715
19/80,-2.074000581443777,6,1.1799982740558578e-07,0.9999577757283988
96,6.584962500721156,6,1.1799982740558578e-07,0.9999578937282262
19/86,-2.1783372412585127,6,1.1799982740558578e-07,0.9999580117280535
60/41,0.5493385909904348,6,1.1799982740558578e-07,0.9999581297278809
1/102,-6.672425341971495,6,1.1799982740558578e-07,0.9999582477277082
98,6.614709844115209,6,1.1799982740558578e-07,0.9999583657275356
9/88,-3.2895066171949847,6,1.1799982740558578e-07,0.999958483727363
41/58,-0.5004289905094885,6,1.1799982740558578e-07,0.9999586017271903
64/41,0.6424479953819164,6,1.1799982740558578e-07,0.9999587197270177
30/67,-1.1591985948492538,6,1.1799982740558578e-07,0.999958837726845
19/83,-2.12711191790334,6,1.1799982740558578e-07,0.9999589557266724
4/99,-4.62935662007961,6,1.1799982740558578e-07,0.9999590737264997
20/79,-1.9818526532897405,6,1.1799982740558578e-07,0.9999591917263271
15/91,-2.6009040445901777,6,1.1799982740558578e-07,0.9999593097261544
66/31,1.0901978089715785,6,1.1799982740558578e-07,0.9999594277259818
71/28,1.3423921974470778,6,1.1799982740558578e-07,0.9999595457258091
66/35,0.915111102413487,6,1.1799982740558578e-07,0.9999596637256365
53/49,0.113210610447991,6,1.1799982740558578e-07,0.9999597817254638
18/85,-2.2394659346953896,6,1.1799982740558578e-07,0.9999598997252912
7/95,-3.762500686273344,6,1.1799982740558578e-07,0.9999600177251186
93/5,4.217230716220669,6,1.1799982740558578e-07,0.9999601357249459
42/59,-0.490325626583081,6,1.1799982740558578e-07,0.9999602537247733
5/96,-4.2630344058337934,5,9.833318950465481e-08,0.9999603520579627
29/5,2.5360529002402097,5,9.833318950465481e-08,0.9999604503911522
51/53,-0.0554951125917035,5,9.833318950465481e-08,0.9999605487243417
46/51,-0.1488633859144827,5,9.833318950465481e-08,0.9999606470575312
63/52,0.2768402053588242,5,9.833318950465481e-08,0.9999607453907207
47/51,-0.1178364902938583,5,9.833318950465481e-08,0.9999608437239101
6/91,-3.92283213947754,5,9.833318950465481e-08,0.9999609420570996
12/91,-2.9228321394775403,5,9.833318950465481e-08,0.9999610403902891
27/77,-1.5118990385314328,5,9.833318950465481e-08,0.9999611387234786
46/57,-0.3093280581077289,5,9.833318950465481e-08,0.9999612370566681
7/96,-3.777607578663552,5,9.833318950465481e-08,0.9999613353898575
20/87,-2.121015400961366,5,9.833318950465481e-08,0.999961433723047
74/19,1.961525852185364,5,9.833318950465481e-08,0.9999615320562365
21/89,-2.0834160081876374,5,9.833318950465481e-08,0.999961630389426
49/54,-0.1401776580482603,5,9.833318950465481e-08,0.9999617287226155
33/71,-1.1053530001462286,5,9.833318950465481e-08,0.9999618270558049
64/33,0.9556058806415466,5,9.833318950465481e-08,0.9999619253889944
82/23,1.833990048561071,5,9.833318950465481e-08,0.9999620237221839
70/41,0.7717310123268828,5,9.833318950465481e-08,0.9999621220553734
52/41,0.3428877135230085,5,9.833318950465481e-08,0.9999622203885629
